year,stateabbr,statedesc,countyname,countyfips,locationname,datasource,category,measure,data_value_unit,data_value_type,data_value,low_confidence_limit,high_confidence_limit,totalpopulation,geolocation,locationid,categoryid,measureid,datavaluetypeid,short_question_text,:@computed_region_bxsw_vy29,:@computed_region_he4y_prf8
2020,CA,California,Nevada,06057,06057000105,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.0,2.7,3.3,2792,"{'type': 'Point', 'coordinates': [-121.1027086, 39.07089093]}",06057000105,HLTHOUT,STROKE,CrdPrv,Stroke,8,1173
2020,CA,California,Nevada,06057,06057000401,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.9,3.4,4.6,5744,"{'type': 'Point', 'coordinates': [-121.1801418, 39.24198538]}",06057000401,HLTHOUT,STROKE,CrdPrv,Stroke,8,1173
2020,CA,California,Nevada,06057,06057000502,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.8,3.4,4.4,4664,"{'type': 'Point', 'coordinates': [-121.0818876, 39.21183054]}",06057000502,HLTHOUT,STROKE,CrdPrv,Stroke,8,1173
2020,CA,California,Nevada,06057,06057000801,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.9,9.3,10.5,4888,"{'type': 'Point', 'coordinates': [-120.9448576, 39.30389327]}",06057000801,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8,1173
2020,AK,Alaska,Juneau,02110,02110000100,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,17.4,16.3,18.5,4933,"{'type': 'Point', 'coordinates': [-134.783529, 58.75197899]}",02110000100,HLTHOUT,DEPRESSION,CrdPrv,Depression,51,1675
2020,CA,California,Nevada,06057,06057001206,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.6,9.1,10.1,6090,"{'type': 'Point', 'coordinates': [-120.1799534, 39.33759385]}",06057001206,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8,1173
2020,CA,California,Orange,06059,06059021807,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.0,1.7,2.2,4131,"{'type': 'Point', 'coordinates': [-117.7705992, 33.86774265]}",06059021807,HLTHOUT,STROKE,CrdPrv,Stroke,8,1174
2020,CA,California,Orange,06059,06059021812,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.0,1.8,2.1,6339,"{'type': 'Point', 'coordinates': [-117.8061755, 33.87148249]}",06059021812,HLTHOUT,STROKE,CrdPrv,Stroke,8,1174
2020,CA,California,Orange,06059,06059032046,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,1.7,1.5,2.0,6005,"{'type': 'Point', 'coordinates': [-117.5834608, 33.57680404]}",06059032046,HLTHOUT,STROKE,CrdPrv,Stroke,8,1174
2019,AZ,Arizona,Coconino,04005,04005001302,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,26.0,25.1,26.9,5536,"{'type': 'Point', 'coordinates': [-111.3616922, 35.32257723]}",04005001302,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,7,986
2020,AK,Alaska,Anchorage,02020,02020002823,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,69.6,66.0,72.9,5217,"{'type': 'Point', 'coordinates': [-149.6984273, 61.06180111]}",02020002823,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,51,1669
2020,CA,California,Orange,06059,06059052411,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.5,2.3,2.8,5182,"{'type': 'Point', 'coordinates': [-117.7041824, 33.62359579]}",06059052411,HLTHOUT,STROKE,CrdPrv,Stroke,8,1174
2020,AZ,Arizona,Maricopa,04013,04013050609,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,82.4,80.4,84.3,4874,"{'type': 'Point', 'coordinates': [-112.5353759, 33.45250521]}",04013050609,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,7,989
2020,AK,Alaska,Kodiak Island,02150,02150000500,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,66.4,57.9,74.2,1301,"{'type': 'Point', 'coordinates': [-152.5488118, 57.75069269]}",02150000500,PREVENT,MAMMOUSE,CrdPrv,Mammography,51,112
2020,AZ,Arizona,Maricopa,04013,04013071517,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,7.9,7.1,8.7,3740,"{'type': 'Point', 'coordinates': [-112.2466075, 33.60110073]}",04013071517,HLTHSTAT,PHLTH,CrdPrv,Physical Health,7,989
2020,AZ,Arizona,Coconino,04005,04005000100,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,24.7,23.3,26.3,3804,"{'type': 'Point', 'coordinates': [-111.6732312, 35.22664659]}",04005000100,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,7,986
2020,AZ,Arizona,Maricopa,04013,04013071516,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,77.2,74.8,79.5,2886,"{'type': 'Point', 'coordinates': [-112.260677, 33.60346312]}",04013071516,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,7,989
2020,CA,California,Orange,06059,06059075507,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,1.9,1.8,2.1,5187,"{'type': 'Point', 'coordinates': [-117.8126693, 33.7362256]}",06059075507,HLTHOUT,STROKE,CrdPrv,Stroke,8,1174
2020,AK,Alaska,Anchorage,02020,02020002821,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,3.8,3.0,4.7,5050,"{'type': 'Point', 'coordinates': [-149.822632, 61.10156022]}",02020002821,HLTHOUT,COPD,CrdPrv,COPD,51,1669
2020,AZ,Arizona,Cochise,04003,04003001401,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,25.0,23.4,26.6,4359,"{'type': 'Point', 'coordinates': [-110.3081941, 31.60908442]}",04003001401,RISKBEH,BINGE,CrdPrv,Binge Drinking,7,5
2020,CA,California,Orange,06059,06059099202,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.6,2.4,2.8,8323,"{'type': 'Point', 'coordinates': [-117.925384, 33.73459582]}",06059099202,HLTHOUT,STROKE,CrdPrv,Stroke,8,1174
2020,CA,California,Orange,06059,06059099235,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,23.6,22.4,24.6,4619,"{'type': 'Point', 'coordinates': [-117.984521, 33.69399045]}",06059099235,HLTHOUT,OBESITY,CrdPrv,Obesity,8,1174
2019,AZ,Arizona,Maricopa,04013,04013040530,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,84.6,84.2,85.0,3559,"{'type': 'Point', 'coordinates': [-112.3839416, 33.64382487]}",04013040530,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,7,989
2019,AZ,Arizona,Maricopa,04013,04013071517,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,66.1,64.8,67.4,3740,"{'type': 'Point', 'coordinates': [-112.2466075, 33.60110073]}",04013071517,PREVENT,BPMED,CrdPrv,Taking BP Medication,7,989
2020,AL,Alabama,Wilcox,01131,01131034700,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,10.9,10.3,11.5,1308,"{'type': 'Point', 'coordinates': [-87.41630053, 32.14172906]}",01131034700,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,29,106
2019,AK,Alaska,Anchorage,02020,02020002502,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,59.9,58.6,61.1,5236,"{'type': 'Point', 'coordinates': [-149.8716479, 61.15911612]}",02020002502,PREVENT,BPMED,CrdPrv,Taking BP Medication,51,1669
2020,AZ,Arizona,Maricopa,04013,04013040529,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,10.1,8.0,12.3,3222,"{'type': 'Point', 'coordinates': [-112.39349, 33.66409511]}",04013040529,HLTHOUT,COPD,CrdPrv,COPD,7,989
2020,CA,California,Placer,06061,06061021108,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,29.1,27.6,30.6,2668,"{'type': 'Point', 'coordinates': [-121.237176, 38.78182556]}",06061021108,HLTHOUT,OBESITY,CrdPrv,Obesity,8,1175
2020,AK,Alaska,Anchorage,02020,02020000202,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,11.5,9.3,14.2,5947,"{'type': 'Point', 'coordinates': [-149.538294, 61.32857978]}",02020000202,PREVENT,ACCESS2,CrdPrv,Health Insurance,51,1669
2020,AK,Alaska,Kenai Peninsula,02122,02122000800,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.0,2.9,3.2,3724,"{'type': 'Point', 'coordinates': [-151.4627663, 59.94353019]}",02122000800,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,51,110
2020,CA,California,Sacramento,06067,06067988300,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,13.4,12.4,14.4,6747,"{'type': 'Point', 'coordinates': [-121.1563093, 38.69417195]}",06067988300,HLTHOUT,DEPRESSION,CrdPrv,Depression,8,77
2020,AK,Alaska,Matanuska-Susitna,02170,02170001201,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,9.5,8.6,10.5,5142,"{'type': 'Point', 'coordinates': [-149.1138518, 61.58086657]}",02170001201,HLTHSTAT,PHLTH,CrdPrv,Physical Health,51,1707
2020,AZ,Arizona,Maricopa,04013,04013082017,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,11.4,10.9,11.8,4275,"{'type': 'Point', 'coordinates': [-112.2638494, 33.47218873]}",04013082017,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,7,989
2020,FL,Florida,Pasco,12101,12101031301,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,36.7,34.7,38.5,3373,"{'type': 'Point', 'coordinates': [-82.63392445, 28.3260346]}",12101031301,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,30,1080
2020,FL,Florida,Palm Beach,12099,12099004005,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.7,2.5,3.0,3342,"{'type': 'Point', 'coordinates': [-80.13680605, 26.65968956]}",12099004005,HLTHOUT,STROKE,CrdPrv,Stroke,30,52
2019,AZ,Arizona,Coconino,04005,04005000600,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,86.0,85.8,86.2,5461,"{'type': 'Point', 'coordinates': [-111.5568793, 35.1847319]}",04005000600,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,7,986
2020,FL,Florida,Palm Beach,12099,12099004013,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,28.8,27.6,30.0,3143,"{'type': 'Point', 'coordinates': [-80.1209942, 26.63705502]}",12099004013,HLTHOUT,OBESITY,CrdPrv,Obesity,30,52
2020,FL,Florida,Palm Beach,12099,12099005949,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.6,3.0,4.2,3340,"{'type': 'Point', 'coordinates': [-80.14934001, 26.51868392]}",12099005949,HLTHOUT,STROKE,CrdPrv,Stroke,30,52
2020,FL,Florida,Pinellas,12103,12103025700,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.4,2.9,4.1,3849,"{'type': 'Point', 'coordinates': [-82.80870251, 27.93586401]}",12103025700,HLTHOUT,STROKE,CrdPrv,Stroke,30,1081
2020,CA,California,San Bernardino,06071,06071009913,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,4.6,4.2,5.0,6068,"{'type': 'Point', 'coordinates': [-117.2904264, 34.51537597]}",06071009913,HLTHOUT,STROKE,CrdPrv,Stroke,8,78
2019,AZ,Arizona,Maricopa,04013,04013061032,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,83.4,83.1,83.8,5579,"{'type': 'Point', 'coordinates': [-112.4016452, 33.6169219]}",04013061032,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,7,989
2019,AK,Alaska,Kenai Peninsula,02122,02122001000,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,82.6,82.5,82.7,4027,"{'type': 'Point', 'coordinates': [-151.5165901, 59.64707584]}",02122001000,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,51,110
2020,CA,California,San Diego,06073,06073006300,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,33.9,30.3,37.5,3435,"{'type': 'Point', 'coordinates': [-117.1991439, 32.7389327]}",06073006300,RISKBEH,BINGE,CrdPrv,Binge Drinking,,1179
2020,AZ,Arizona,Maricopa,04013,04013040531,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.5,9.0,10.1,3395,"{'type': 'Point', 'coordinates': [-112.3676086, 33.64518212]}",04013040531,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7,989
2020,AK,Alaska,Anchorage,02020,02020002702,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,6.7,6.2,7.2,9670,"{'type': 'Point', 'coordinates': [-149.8763347, 61.09933756]}",02020002702,HLTHOUT,DIABETES,CrdPrv,Diabetes,51,1669
2020,AZ,Arizona,Maricopa,04013,04013082022,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,11.7,8.7,15.5,4171,"{'type': 'Point', 'coordinates': [-112.3162642, 33.46602133]}",04013082022,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,7,989
2020,FL,Florida,Polk,12105,12105012602,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,4.2,3.9,4.5,5778,"{'type': 'Point', 'coordinates': [-81.60477586, 28.12430427]}",12105012602,HLTHOUT,STROKE,CrdPrv,Stroke,30,1082
2020,AL,Alabama,Walker,01127,01127020800,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,75.3,74.2,76.2,5613,"{'type': 'Point', 'coordinates': [-87.14765989, 33.90556869]}",01127020800,PREVENT,CHECKUP,CrdPrv,Annual Checkup,29,1640
2019,AZ,Arizona,Maricopa,04013,04013061014,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,25.8,25.2,26.3,4905,"{'type': 'Point', 'coordinates': [-112.3277882, 33.48611757]}",04013061014,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,7,989
2020,FL,Florida,Pinellas,12103,12103026002,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,25.8,24.1,27.5,2682,"{'type': 'Point', 'coordinates': [-82.82624218, 27.98698522]}",12103026002,HLTHOUT,OBESITY,CrdPrv,Obesity,,
2020,FL,Florida,Polk,12105,12105012507,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.4,3.0,3.9,4746,"{'type': 'Point', 'coordinates': [-81.61855544, 28.21682335]}",12105012507,HLTHOUT,STROKE,CrdPrv,Stroke,30,1082
2020,CA,California,San Francisco,06075,06075033201,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,1.7,1.5,1.8,3683,"{'type': 'Point', 'coordinates': [-122.479694, 37.72628177]}",06075033201,HLTHOUT,STROKE,CrdPrv,Stroke,8,1180
2020,FL,Florida,Pinellas,12103,12103025305,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,26.6,25.6,27.6,3232,"{'type': 'Point', 'coordinates': [-82.7817101, 27.90055025]}",12103025305,HLTHOUT,OBESITY,CrdPrv,Obesity,30,1081
2020,AZ,Arizona,Maricopa,04013,04013071701,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.9,2.7,3.2,2634,"{'type': 'Point', 'coordinates': [-112.3057525, 33.57246406]}",04013071701,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,7,989
2020,AK,Alaska,North Slope,02185,02185000200,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,21.6,21.1,22.1,2690,"{'type': 'Point', 'coordinates': [-153.5823971, 69.27486985]}",02185000200,RISKBEH,BINGE,CrdPrv,Binge Drinking,51,115
2020,AK,Alaska,Anchorage,02020,02020000400,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,1.8,1.6,2.1,5937,"{'type': 'Point', 'coordinates': [-149.8048699, 61.26463355]}",02020000400,HLTHOUT,COPD,CrdPrv,COPD,51,1669
2019,AL,Alabama,Tuscaloosa,01125,01125012405,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,83.0,82.9,83.2,6210,"{'type': 'Point', 'coordinates': [-87.53975899, 33.17630077]}",01125012405,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,29,1639
2020,AL,Alabama,Tuscaloosa,01125,01125011901,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,3.2,3.1,3.3,3334,"{'type': 'Point', 'coordinates': [-87.54244838, 33.18876447]}",01125011901,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),29,1639
2020,CA,California,San Luis Obispo,06079,06079011400,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.1,2.8,3.6,6446,"{'type': 'Point', 'coordinates': [-120.7002171, 35.32283759]}",06079011400,HLTHOUT,STROKE,CrdPrv,Stroke,8,1332
2020,AZ,Arizona,Maricopa,04013,04013071517,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,68.1,67.3,68.9,3740,"{'type': 'Point', 'coordinates': [-112.2466075, 33.60110073]}",04013071517,PREVENT,CHECKUP,CrdPrv,Annual Checkup,7,989
2020,CA,California,Santa Barbara,06083,06083000101,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,28.1,27.0,29.3,6495,"{'type': 'Point', 'coordinates': [-119.7788288, 34.44633713]}",06083000101,HLTHOUT,OBESITY,CrdPrv,Obesity,8,79
2020,CA,California,Santa Barbara,06083,06083001304,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,27.6,26.6,28.5,7522,"{'type': 'Point', 'coordinates': [-119.7306011, 34.41177926]}",06083001304,HLTHOUT,OBESITY,CrdPrv,Obesity,8,79
2020,CA,California,Santa Barbara,06083,06083002011,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,71.5,67.7,74.8,5317,"{'type': 'Point', 'coordinates': [-120.4607845, 34.90205243]}",06083002011,PREVENT,MAMMOUSE,CrdPrv,Mammography,8,79
2020,CA,California,Santa Barbara,06083,06083002012,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,27.2,25.8,28.6,3036,"{'type': 'Point', 'coordinates': [-120.4439859, 34.86791817]}",06083002012,HLTHOUT,OBESITY,CrdPrv,Obesity,8,79
2020,AL,Alabama,Tuscaloosa,01125,01125010602,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,18.9,18.4,19.5,9955,"{'type': 'Point', 'coordinates': [-87.16289424, 33.27060388]}",01125010602,RISKBEH,BINGE,CrdPrv,Binge Drinking,29,1639
2020,FL,Florida,Pinellas,12103,12103026300,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,5.0,4.6,5.4,6733,"{'type': 'Point', 'coordinates': [-82.78224508, 27.98185151]}",12103026300,HLTHOUT,STROKE,CrdPrv,Stroke,30,1081
2020,AK,Alaska,North Slope,02185,02185000300,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,69.7,65.8,73.4,2527,"{'type': 'Point', 'coordinates': [-149.6653744, 70.08549377]}",02185000300,PREVENT,MAMMOUSE,CrdPrv,Mammography,51,115
2020,AK,Alaska,Anchorage,02020,02020002100,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,77.7,75.6,79.9,3787,"{'type': 'Point', 'coordinates': [-149.9227389, 61.18792438]}",02020002100,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,51,1669
2020,AZ,Arizona,Gila,04007,04007000900,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,74.3,72.4,76.2,2884,"{'type': 'Point', 'coordinates': [-110.8452278, 33.39600704]}",04007000900,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,7,987
2020,CA,California,Solano,06095,06095252105,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.1,1.9,2.4,3256,"{'type': 'Point', 'coordinates': [-122.180823, 38.08083255]}",06095252105,HLTHOUT,STROKE,CrdPrv,Stroke,8,1338
2020,CA,California,Solano,06095,06095252608,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.0,2.8,3.2,3807,"{'type': 'Point', 'coordinates': [-122.0215652, 38.2663326]}",06095252608,HLTHOUT,STROKE,CrdPrv,Stroke,8,1338
2019,CA,California,Solano,06095,06095252912,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,88.0,87.7,88.2,5625,"{'type': 'Point', 'coordinates': [-121.9443405, 38.3572258]}",06095252912,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,8,1338
2020,CA,California,Solano,06095,06095252914,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,1.9,1.8,2.1,5266,"{'type': 'Point', 'coordinates': [-121.9429972, 38.33225446]}",06095252914,HLTHOUT,STROKE,CrdPrv,Stroke,8,1338
2020,AL,Alabama,Walker,01127,01127020200,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,8.5,8.0,9.0,4304,"{'type': 'Point', 'coordinates': [-87.30474445, 33.87677927]}",01127020200,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,29,1640
2020,AK,Alaska,Matanuska-Susitna,02170,02170001202,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.3,2.0,2.6,4664,"{'type': 'Point', 'coordinates': [-149.1622562, 61.58769182]}",02170001202,HLTHOUT,STROKE,CrdPrv,Stroke,51,1707
2020,AK,Alaska,Kenai Peninsula,02122,02122001300,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,25.5,23.8,27.1,4772,"{'type': 'Point', 'coordinates': [-149.6087124, 59.97556911]}",02122001300,RISKBEH,LPA,CrdPrv,Physical Inactivity,51,110
2020,CA,California,Sonoma,06097,06097154100,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,73.5,70.6,76.3,3729,"{'type': 'Point', 'coordinates': [-122.8223856, 38.72990158]}",06097154100,PREVENT,MAMMOUSE,CrdPrv,Mammography,8,1339
2020,AK,Alaska,Kodiak Island,02150,02150000200,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,10.0,8.9,11.2,7152,"{'type': 'Point', 'coordinates': [-152.3774026, 57.81364926]}",02150000200,HLTHSTAT,GHLTH,CrdPrv,General Health,,112
2020,AL,Alabama,Tuscaloosa,01125,01125011402,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,31.9,27.8,35.4,3525,"{'type': 'Point', 'coordinates': [-87.5570885, 33.2134202]}",01125011402,HLTHOUT,OBESITY,CrdPrv,Obesity,29,1639
2020,FL,Florida,Polk,12105,12105011834,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,30.0,28.8,31.1,6182,"{'type': 'Point', 'coordinates': [-81.91037118, 27.98371424]}",12105011834,HLTHOUT,OBESITY,CrdPrv,Obesity,30,1082
2020,AK,Alaska,Aleutians East,02013,02013000100,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,31.3,30.7,32.0,3141,"{'type': 'Point', 'coordinates': [-161.9941052, 55.36160302]}",02013000100,HLTHOUT,OBESITY,CrdPrv,Obesity,51,107
2020,CA,California,Sutter,06101,06101050503,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,26.1,25.1,27.1,6966,"{'type': 'Point', 'coordinates': [-121.661903, 39.11989709]}",06101050503,HLTHOUT,OBESITY,CrdPrv,Obesity,8,1438
2019,AZ,Arizona,Cochise,04003,04003001300,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,36.5,35.7,37.3,5613,"{'type': 'Point', 'coordinates': [-110.3228627, 31.7066329]}",04003001300,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,7,5
2020,AZ,Arizona,Cochise,04003,04003000302,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,14.6,13.3,15.9,4851,"{'type': 'Point', 'coordinates': [-110.2625318, 31.90206546]}",04003000302,HLTHSTAT,GHLTH,CrdPrv,General Health,7,5
2020,AZ,Arizona,Maricopa,04013,04013061018,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,38.8,35.9,41.8,4660,"{'type': 'Point', 'coordinates': [-112.4011435, 33.48600634]}",04013061018,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,7,989
2020,CA,California,Tulare,06107,06107002500,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,36.4,35.0,37.6,3778,"{'type': 'Point', 'coordinates': [-119.1290743, 36.2051225]}",06107002500,HLTHOUT,OBESITY,CrdPrv,Obesity,8,81
2020,CA,California,Tulare,06107,06107003300,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,4.1,3.8,4.4,7837,"{'type': 'Point', 'coordinates': [-119.1148565, 36.13449909]}",06107003300,HLTHOUT,STROKE,CrdPrv,Stroke,8,81
2020,CA,California,Tulare,06107,06107003901,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,38.6,37.0,40.2,7184,"{'type': 'Point', 'coordinates': [-118.9976247, 36.0625626]}",06107003901,HLTHOUT,OBESITY,CrdPrv,Obesity,8,81
2020,AZ,Arizona,Maricopa,04013,04013092713,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,10.1,9.4,10.8,5027,"{'type': 'Point', 'coordinates': [-112.229095, 33.5161499]}",04013092713,HLTHSTAT,PHLTH,CrdPrv,Physical Health,7,989
2020,CA,California,Ventura,06111,06111001301,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.0,1.8,2.2,7724,"{'type': 'Point', 'coordinates': [-119.1567164, 34.2784354]}",06111001301,HLTHOUT,STROKE,CrdPrv,Stroke,8,1392
2020,CA,California,Yolo,06113,06113010203,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,38.7,37.5,39.9,5397,"{'type': 'Point', 'coordinates': [-121.5601263, 38.57124675]}",06113010203,HLTHOUT,OBESITY,CrdPrv,Obesity,8,1393
